DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;PERIODO_AGRICOLA;CULTIVO;SUPERFICIE_VERDE;SIEMBRA;COSECHA;RENDIMIENTO;PRODUCCION;PRECIO_CHACRA;SUPERFICIE_PERDIDA;VALOR_PRODUCCION;FECHA_CORTE
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2018;MASHUA O IZANO;11.5;10;10;8000;80;1.1;NULL;88;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2018;OCA;15.6666666666667;16;16;13875;222;1.2;NULL;266.4;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2018;OLLUCO;27.5833333333333;30;30;14000;420;1.25;NULL;525;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2018;PAPA (agrupa mejoradas y nativas);330.866666666667;450;450;16848.888;7582;1.102;NULL;8355.364;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2018;QUINUA;276;300;300;1880;564;3.711;NULL;2093.004;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2018;RYE GRASS;55.0588235294118;4;NULL;NULL;619;0.211;NULL;130.609;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2018;TRIGO BLANDO;216.5;210;210;3414.285;717;1.8;NULL;1290.6;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;ALFALFA;37.2941176470588;3;NULL;NULL;916;0.305;NULL;279.38;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;ARVEJA GRANO SECO;15.1666666666667;16;16;3550;56.8;1.8;NULL;102.24;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;ARVEJA GRANO VERDE;10.7142857142857;15;15;7000;105;1.433;NULL;150.465;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;AVENA FORRAJERA;107;137;137;20000;2740;0.2;NULL;548;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;AVENA GRANO;21.3;25;25;3340;83.5;1.729;NULL;144.3715;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;CEBADA GRANO;154;177;177;2962.711;524.4;1.7;NULL;891.48;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;CEBOLLA;4.29411764705882;9;7;5857.142;41;1.159;NULL;47.519;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;CHOCHO O TARHUI GRANO SECO;13.5714285714286;15;15;3500;52.5;4.08;NULL;214.2;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;HABA GRANO SECO;88.75;94;94;3611.702;339.5;1.8;NULL;611.1;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;HABA GRANO VERDE;12.3333333333333;18;18;7433.333;133.8;1.415;NULL;189.327;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;MAIZ AMILACEO;117.083333333333;130;130;3730.769;485;2.961;NULL;1436.085;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;MAIZ CHOCLO;18.2307692307692;25;25;8560;214;1.361;NULL;291.254;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;MASHUA O IZANO;6.90909090909091;6;6;8000;48;1.2;NULL;57.6;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;OCA;17;18;18;16888.888;304;1.253;NULL;380.912;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;OLLUCO;19.5;20;20;16200;324;1.367;NULL;442.908;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;PAPA (agrupa mejoradas y nativas);83.8666666666667;160;138;18155.797;2505.5;1.1;22;2756.05;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;QUINUA;10.3333333333333;12;12;2500;30;3.667;NULL;110.01;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;RYE GRASS;26;NULL;NULL;NULL;620;0.203;NULL;125.86;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2018;TRIGO BLANDO;79.5;90;90;3300;297;1.729;NULL;513.513;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;ALFALFA;17;NULL;NULL;NULL;853;0.307;NULL;261.871;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;ARVEJA GRANO SECO;9;9;9;3500;31.5;1.8;NULL;56.7;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;ARVEJA GRANO VERDE;6.92857142857143;8;8;7000;56;1.275;NULL;71.4;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;AVENA FORRAJERA;98.7;135;135;20000;2700;0.2;NULL;540;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;AVENA GRANO;24.4;34;34;3411.764;116;1.8;NULL;208.8;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;CEBADA GRANO;183;215;215;3000;645;1.8;NULL;1161;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;CHOCHO O TARHUI GRANO SECO;10.3333333333333;10;10;3500;35;4.02;NULL;140.7;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;HABA GRANO SECO;82.3333333333333;90;90;3500;315;1.744;NULL;549.36;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;HABA GRANO VERDE;10.7692307692308;15;15;8233.333;123.5;1.404;NULL;173.394;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;MAIZ AMILACEO;100.071428571429;124;124;3719.354;461.2;3.05;NULL;1406.66;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;MAIZ CHOCLO;10.2857142857143;20;20;6800;136;1.259;NULL;171.224;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;MASHUA O IZANO;5.5;4;4;9000;36;1.3;NULL;46.8;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;OCA;12;12;12;15000;180;1.2;NULL;216;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;OLLUCO;17;18;18;14555.555;262;1.2;NULL;314.4;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;PAPA (agrupa mejoradas y nativas);110.6875;220;220;16536.363;3638;1.1;NULL;4001.8;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;QUINUA;11.4444444444444;12;12;2000;24;3.675;NULL;88.2;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;RYE GRASS;14;NULL;NULL;NULL;490;0.203;NULL;99.47;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2018;TRIGO BLANDO;120.5;135;135;3600;486;1.8;NULL;874.8;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;ALFALFA;59;NULL;NULL;NULL;2091;0.315;NULL;658.665;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;ARVEJA GRANO SECO;20.25;22;22;3636.363;80;1.8;NULL;144;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;ARVEJA GRANO VERDE;13.9285714285714;18;18;6305.555;113.5;1.375;NULL;156.0625;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;AVENA FORRAJERA;269.888888888889;338;338;18769.23;6344;0.2;NULL;1268.8;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;AVENA GRANO;30;35;35;3114.285;109;1.541;NULL;167.969;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;CEBADA GRANO;535;580;580;2800;1624;1.5;NULL;2436;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;CEBOLLA;2.625;3;3;9333.333;28;1.1;NULL;30.8;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;CHOCHO O TARHUI GRANO SECO;17.6666666666667;18;18;3366.666;60.6;3.969;NULL;240.5214;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;HABA GRANO SECO;121.25;135;135;3500;472.5;1.548;NULL;731.43;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;HABA GRANO VERDE;18.1333333333333;26;26;7076.923;184;1.371;NULL;252.264;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;MAIZ AMILACEO;244.75;264;264;3679.924;971.5;2.851;NULL;2769.7465;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;MAIZ CHOCLO;23.3076923076923;30;30;8100;243;1.711;NULL;415.773;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;MASHUA O IZANO;9.09090909090909;5;5;8500;42.5;1.1;NULL;46.75;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;OCA;18.1666666666667;16;16;15625;250;1.364;NULL;341;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;OLLUCO;29.1666666666667;32;32;15000;480;1.278;NULL;613.44;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;PAPA (agrupa mejoradas y nativas);531.3125;856;856;16350.467;13996;1.103;NULL;15437.588;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;QUINUA;18.1111111111111;16;16;2281.25;36.5;3.8;NULL;138.7;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;RYE GRASS;160;NULL;NULL;NULL;2219;0.211;NULL;468.209;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2018;TRIGO BLANDO;119.2;124;124;3500;434;1.656;NULL;718.704;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2018;ALFALFA;24.1764705882353;8;NULL;NULL;759;0.305;NULL;231.495;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2018;AVENA FORRAJERA;231.555555555556;254;254;20000;5080;0.189;NULL;960.12;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2018;AVENA GRANO;28.8;36;36;3027.777;109;1.8;NULL;196.2;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2018;CEBADA GRANO;260.6;278;278;3200;889.6;1.6;NULL;1423.36;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2018;HABA GRANO SECO;40;40;40;3387.5;135.5;1.8;NULL;243.9;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2018;HABA GRANO VERDE;6;6;6;8000;48;1.2;NULL;57.6;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2018;MASHUA O IZANO;5.25;3;3;9000;27;1.3;NULL;35.1;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2018;OCA;14.5;16;16;14875;238;1.224;NULL;291.312;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2018;OLLUCO;18.2727272727273;20;20;16000;320;1.2;NULL;384;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2018;PAPA (agrupa mejoradas y nativas);372.333333333333;500;500;16260;8130;1.104;NULL;8975.52;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2018;QUINUA;46.5;50;50;2610;130.5;4.147;NULL;541.1835;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2018;RYE GRASS;332.176470588235;8;NULL;NULL;1851;0.208;NULL;385.008;20230810
CUSCO;CUSCO;CCORCA;080102;2018;ALFALFA;5;NULL;NULL;NULL;330;0.439;NULL;144.87;20230810
CUSCO;CUSCO;CCORCA;080102;2018;ARVEJA GRANO SECO;7.21428571428571;8;8;1300;10.4;2.5;NULL;26;20230810
CUSCO;CUSCO;CCORCA;080102;2018;ARVEJA GRANO VERDE;6.92307692307692;11;11;3045.454;33.5;1.531;NULL;51.2885;20230810
CUSCO;CUSCO;CCORCA;080102;2018;AVENA FORRAJERA;90;100;100;5000;500;1.46;NULL;730;20230810
CUSCO;CUSCO;CCORCA;080102;2018;CEBADA  FORRAJERA;9.70588235294118;32;33;17030.303;562;0.375;NULL;210.75;20230810
CUSCO;CUSCO;CCORCA;080102;2018;CEBADA GRANO;67.5;65;NULL;NULL;NULL;NULL;NULL;0;20230810
CUSCO;CUSCO;CCORCA;080102;2018;CHOCHO O TARHUI GRANO SECO;20.5333333333333;25;25;1300;32.5;6.5;NULL;211.25;20230810
CUSCO;CUSCO;CCORCA;080102;2018;HABA GRANO SECO;90.6666666666667;100;100;1500;150;2.5;NULL;375;20230810
CUSCO;CUSCO;CCORCA;080102;2018;HABA GRANO VERDE;18.4615384615385;25;25;5080;127;0.739;NULL;93.853;20230810
CUSCO;CUSCO;CCORCA;080102;2018;MAIZ AMILACEO;41.5714285714286;50;40;1800;72;3;10;216;20230810
CUSCO;CUSCO;CCORCA;080102;2018;MASHUA O IZANO;9.33333333333333;10;10;6000;60;1;NULL;60;20230810
CUSCO;CUSCO;CCORCA;080102;2018;OCA;13.1818181818182;15;15;8000;120;0.87;NULL;104.4;20230810
CUSCO;CUSCO;CCORCA;080102;2018;OLLUCO;15.7333333333333;18;18;7277.777;131;1.151;NULL;150.781;20230810
CUSCO;CUSCO;CCORCA;080102;2018;PAPA (agrupa mejoradas y nativas);143.5;207;207;12946.859;2680;0.834;NULL;2235.12;20230810
CUSCO;CUSCO;CCORCA;080102;2018;QUINUA;7.78571428571429;10;10;1560;15.6;3.337;NULL;52.0572;20230810
CUSCO;CUSCO;CCORCA;080102;2018;TRIGO BLANDO;27.2727272727273;30;30;1500;45;2.5;NULL;112.5;20230810
CUSCO;CUSCO;CUSCO;080101;2018;ALFALFA;5;NULL;NULL;NULL;325;0.436;NULL;141.7;20230810
CUSCO;CUSCO;CUSCO;080101;2018;ARVEJA GRANO SECO;8.33333333333333;10;10;1400;14;2.5;NULL;35;20230810
CUSCO;CUSCO;CUSCO;080101;2018;ARVEJA GRANO VERDE;4.92307692307692;5;5;2900;14.5;1.976;NULL;28.652;20230810
CUSCO;CUSCO;CUSCO;080101;2018;AVENA FORRAJERA;25.5555555555556;30;30;5000;150;1.467;NULL;220.05;20230810
CUSCO;CUSCO;CUSCO;080101;2018;CEBADA  FORRAJERA;9.64705882352941;34;30;32866.666;986;0.346;NULL;341.156;20230810
CUSCO;CUSCO;CUSCO;080101;2018;CEBADA GRANO;55.5555555555556;60;60;1500;90;1.8;NULL;162;20230810
CUSCO;CUSCO;CUSCO;080101;2018;CEBOLLA;5.82352941176471;9;10;18600;186;0.74;NULL;137.64;20230810
CUSCO;CUSCO;CUSCO;080101;2018;CHOCHO O TARHUI GRANO SECO;13.7333333333333;15;15;1300;19.5;6.5;NULL;126.75;20230810
CUSCO;CUSCO;CUSCO;080101;2018;HABA GRANO SECO;51;60;60;1350;81;2.5;NULL;202.5;20230810
CUSCO;CUSCO;CUSCO;080101;2018;HABA GRANO VERDE;14.9230769230769;20;20;5450;109;0.755;NULL;82.295;20230810
CUSCO;CUSCO;CUSCO;080101;2018;MAIZ AMILACEO;17.2142857142857;18;18;1700;30.6;2.5;NULL;76.5;20230810
CUSCO;CUSCO;CUSCO;080101;2018;MASHUA O IZANO;5.66666666666667;6;6;6000;36;1;NULL;36;20230810
CUSCO;CUSCO;CUSCO;080101;2018;OCA;6.61538461538462;8;8;7000;56;0.87;NULL;48.72;20230810
CUSCO;CUSCO;CUSCO;080101;2018;OLLUCO;14.3333333333333;18;18;7000;126;1.173;NULL;147.798;20230810
CUSCO;CUSCO;CUSCO;080101;2018;PAPA (agrupa mejoradas y nativas);75.6428571428571;100;100;11960;1196;0.831;NULL;993.876;20230810
CUSCO;CUSCO;CUSCO;080101;2018;QUINUA;4.84615384615385;5;5;1500;7.5;3.3;NULL;24.75;20230810
CUSCO;CUSCO;CUSCO;080101;2018;RYE GRASS;62;NULL;NULL;NULL;3534;0.247;NULL;872.898;20230810
CUSCO;CUSCO;CUSCO;080101;2018;TRIGO BLANDO;10.6;10;10;1400;14;2.5;NULL;35;20230810
CUSCO;CUSCO;CUSCO;080101;2018;ZANAHORIA;8.52941176470588;16;14;16357.142;229;0.852;NULL;195.108;20230810
CUSCO;CUSCO;POROY;080103;2018;ALFALFA;6;NULL;NULL;NULL;384;0.431;NULL;165.504;20230810
CUSCO;CUSCO;POROY;080103;2018;ARVEJA GRANO SECO;2.57142857142857;2;2;1200;2.4;2.5;NULL;6;20230810
CUSCO;CUSCO;POROY;080103;2018;ARVEJA GRANO VERDE;2.61538461538462;4;4;2625;10.5;1.681;NULL;17.6505;20230810
CUSCO;CUSCO;POROY;080103;2018;AVENA FORRAJERA;8.55555555555556;10;10;5000;50;1.44;NULL;72;20230810
CUSCO;CUSCO;POROY;080103;2018;CEBADA  FORRAJERA;6.47058823529412;25;22;16545.454;364;0.383;NULL;139.412;20230810
CUSCO;CUSCO;POROY;080103;2018;CEBADA GRANO;34.4444444444444;40;40;1500;60;1.7;NULL;102;20230810
CUSCO;CUSCO;POROY;080103;2018;CHOCHO O TARHUI GRANO SECO;2.71428571428571;1;1;1300;1.3;6.5;NULL;8.45;20230810
CUSCO;CUSCO;POROY;080103;2018;HABA GRANO SECO;30.7142857142857;35;35;1300;45.5;2.5;NULL;113.75;20230810
CUSCO;CUSCO;POROY;080103;2018;HABA GRANO VERDE;3.46153846153846;5;5;3300;16.5;0.733;NULL;12.0945;20230810
CUSCO;CUSCO;POROY;080103;2018;MAIZ AMILACEO;29.5714285714286;35;27;2000;54;3;8;162;20230810
CUSCO;CUSCO;POROY;080103;2018;MAIZ CHOCLO;3;5;5;16400;82;0.5;NULL;41;20230810
CUSCO;CUSCO;POROY;080103;2018;MASHUA O IZANO;2.36363636363636;2;2;7000;14;1;NULL;14;20230810
CUSCO;CUSCO;POROY;080103;2018;OCA;4.66666666666667;5;5;7000;35;1;NULL;35;20230810
CUSCO;CUSCO;POROY;080103;2018;OLLUCO;8.69230769230769;10;10;7000;70;1.04;NULL;72.8;20230810
CUSCO;CUSCO;POROY;080103;2018;PAPA (agrupa mejoradas y nativas);46.4285714285714;67;67;11791.044;790;0.852;NULL;673.08;20230810
CUSCO;CUSCO;POROY;080103;2018;QUINUA;2.30769230769231;3;3;1400;4.2;3.31;NULL;13.902;20230810
CUSCO;CUSCO;POROY;080103;2018;TRIGO BLANDO;9;10;10;1400;14;2.5;NULL;35;20230810
CUSCO;CUSCO;POROY;080103;2018;ZANAHORIA;1.66666666666667;3;3;18000;54;0.683;NULL;36.882;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;ALFALFA;6;NULL;NULL;NULL;390;0.369;NULL;143.91;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;ARVEJA GRANO SECO;2.92307692307692;2;2;1250;2.5;2.5;NULL;6.25;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;ARVEJA GRANO VERDE;11.6923076923077;15;15;2833.333;42.5;1.676;NULL;71.23;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;AVENA FORRAJERA;5.55555555555556;5;5;11000;55;1.282;NULL;70.51;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;CEBADA  FORRAJERA;14.2666666666667;41;51;16901.96;862;0.395;NULL;340.49;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;CEBADA GRANO;19.4444444444444;20;20;1400;28;2;NULL;56;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;CEBOLLA;11.4117647058824;25;22;17045.454;375;0.903;NULL;338.625;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;CHOCHO O TARHUI GRANO SECO;7.64285714285714;10;10;1300;13;6.5;NULL;84.5;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;HABA GRANO SECO;17.8571428571429;20;20;1400;28;2.5;NULL;70;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;HABA GRANO VERDE;23.3846153846154;30;30;5000;150;0.813;NULL;121.95;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;MAIZ AMILACEO;106.428571428571;100;100;2000;200;4;NULL;800;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;MAIZ CHOCLO;148.571428571429;180;180;20000;3600;0.483;NULL;1738.8;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;MASHUA O IZANO;2;2;2;7000;14;0.9;NULL;12.6;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;OCA;4.33333333333333;5;5;7000;35;0.9;NULL;31.5;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;OLLUCO;5.26666666666667;5;5;7000;35;1.12;NULL;39.2;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;PAPA (agrupa mejoradas y nativas);62.1428571428571;80;80;11950;956;0.818;NULL;782.008;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;QUINUA;10.3846153846154;15;15;1466.666;22;3.159;NULL;69.498;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;RYE GRASS;2;NULL;NULL;NULL;118;0.287;NULL;33.866;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;TRIGO BLANDO;10;10;10;1350;13.5;2.5;NULL;33.75;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2018;ZANAHORIA;10.6470588235294;23;18;17222.222;310;0.846;NULL;262.26;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;ALFALFA;10;NULL;NULL;NULL;660;0.445;NULL;293.7;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;ARVEJA GRANO SECO;5.61538461538462;5;5;1300;6.5;2.5;NULL;16.25;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;ARVEJA GRANO VERDE;8.30769230769231;10;10;3000;30;1.69;NULL;50.7;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;AVENA FORRAJERA;15;15;15;5000;75;1.4;NULL;105;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;CEBADA  FORRAJERA;8.58823529411765;32;32;16781.25;537;0.393;NULL;211.041;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;CEBADA GRANO;35.5555555555556;40;40;1400;56;1.8;NULL;100.8;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;CEBOLLA;6.41176470588235;11;15;17266.666;259;0.858;NULL;222.222;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;CHOCHO O TARHUI GRANO SECO;23.7333333333333;30;30;1300;39;6.5;NULL;253.5;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;HABA GRANO SECO;35.7142857142857;40;40;1350;54;2.5;NULL;135;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;HABA GRANO VERDE;15.5384615384615;20;20;4700;94;0.801;NULL;75.294;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;MAIZ AMILACEO;54.2857142857143;50;50;2000;100;3.5;NULL;350;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;MAIZ CHOCLO;60;90;90;20000;1800;0.5;NULL;900;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;MASHUA O IZANO;2;2;2;7000;14;0.9;NULL;12.6;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;OCA;4;4;4;7000;28;0.9;NULL;25.2;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;OLLUCO;8;10;10;7000;70;1.2;NULL;84;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;PAPA (agrupa mejoradas y nativas);78;110;110;11963.636;1316;0.844;NULL;1110.704;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;QUINUA;4.84615384615385;5;5;1500;7.5;3.3;NULL;24.75;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;RYE GRASS;13;NULL;NULL;NULL;754;0.336;NULL;253.344;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;TRIGO BLANDO;6.4;6;6;1400;8.4;2.5;NULL;21;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2018;ZANAHORIA;11.6470588235294;23;26;17615.384;458;0.85;NULL;389.3;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;ALFALFA;7;NULL;NULL;NULL;462;0.445;NULL;205.59;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;ARVEJA GRANO SECO;7.23076923076923;9;9;1300;11.7;2.5;NULL;29.25;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;ARVEJA GRANO VERDE;7.83333333333333;8;8;2750;22;1.564;NULL;34.408;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;AVENA FORRAJERA;64.8888888888889;70;70;5000;350;1.487;NULL;520.45;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;CEBADA  FORRAJERA;6.82352941176471;19;19;16526.315;314;0.411;NULL;129.054;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;CEBADA GRANO;79.4444444444444;85;85;1400;119;2;NULL;238;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;CHOCHO O TARHUI GRANO SECO;8.78571428571429;10;10;1300;13;6.5;NULL;84.5;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;HABA GRANO SECO;56.7857142857143;60;60;1400;84;2.5;NULL;210;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;HABA GRANO VERDE;11.2307692307692;14;14;3571.428;50;1.18;NULL;59;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;MAIZ AMILACEO;8.35714285714286;8;8;1600;12.8;3;NULL;38.4;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;MASHUA O IZANO;6.90909090909091;8;8;7000;56;0.9;NULL;50.4;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;OCA;8.66666666666667;8;8;7000;56;0.9;NULL;50.4;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;OLLUCO;16.2142857142857;20;20;6575;131.5;1.168;NULL;153.592;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;PAPA (agrupa mejoradas y nativas);144.785714285714;210;210;11980.952;2516;0.877;NULL;2206.532;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;QUINUA;1;1;1;1500;1.5;3;NULL;4.5;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;RYE GRASS;2;NULL;NULL;NULL;113;0.273;NULL;30.849;20230810
CUSCO;CUSCO;SANTIAGO;080106;2018;TRIGO BLANDO;10.4;10;10;1400;14;2.5;NULL;35;20230810
CUSCO;CUSCO;SAYLLA;080107;2018;ALFALFA;4;NULL;NULL;NULL;272;0.445;NULL;121.04;20230810
CUSCO;CUSCO;SAYLLA;080107;2018;ARVEJA GRANO VERDE;2;2;2;2500;5;1.5;NULL;7.5;20230810
CUSCO;CUSCO;SAYLLA;080107;2018;CEBADA  FORRAJERA;16.4117647058824;69;67;17268.656;1157;0.41;NULL;474.37;20230810
CUSCO;CUSCO;SAYLLA;080107;2018;HABA GRANO VERDE;2;2;2;5000;10;0.8;NULL;8;20230810
CUSCO;CUSCO;SAYLLA;080107;2018;MAIZ AMILACEO;22.5;20;20;2000;40;3;NULL;120;20230810
CUSCO;CUSCO;SAYLLA;080107;2018;MAIZ CHOCLO;50;55;55;21818.181;1200;0.475;NULL;570;20230810
CUSCO;CUSCO;SAYLLA;080107;2018;PAPA (agrupa mejoradas y nativas);7;8;8;12000;96;0.688;NULL;66.048;20230810
CUSCO;CUSCO;SAYLLA;080107;2018;QUINUA;1;1;1;1700;1.7;3;NULL;5.1;20230810
