DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;PERIODO_AGRICOLA;CULTIVO;SUPERFICIE_VERDE;SIEMBRA;COSECHA;RENDIMIENTO;PRODUCCION;PRECIO_CHACRA;SUPERFICIE_PERDIDA;VALOR_PRODUCCION;FECHA_CORTE
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;AVENA FORRAJERA;178.888888888889;200;200;19400;3880;0.1;NULL;388;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;AVENA GRANO;31;30;30;3200;96;1.8;NULL;172.8;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;CEBADA GRANO;236;240;240;3200;768;1.4;NULL;1075.2;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;CHOCHO O TARHUI GRANO SECO;16.8333333333333;22;22;3800;83.6;4;NULL;334.4;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;HABA GRANO SECO;100.833333333333;110;110;4000;440;2;NULL;880;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;HABA GRANO VERDE;12.125;14;8;8000;64;1.313;NULL;84.032;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;MAIZ AMILACEO;96.5384615384615;115;115;3300;379.5;3.3;NULL;1252.35;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;MAIZ CHOCLO;3.66666666666667;5;2;9000;18;1.4;NULL;25.2;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;MASHUA O IZANO;9.81818181818182;10;10;17300;173;1.361;NULL;235.453;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;OCA;13.5;16;16;17312.5;277;1.3;NULL;360.1;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;OLLUCO;20.1666666666667;22;22;17500;385;1.927;NULL;741.895;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;PAPA (agrupa mejoradas y nativas);247.4375;410;400;16342.5;6537;1.382;NULL;9034.134;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;QUINUA;73.5;50;100;2400;240;3.85;NULL;924;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;RYE GRASS;401.411764705882;80;424;22594.339;9580;0.147;NULL;1408.26;20230810
CUSCO;CHUMBIVILCAS;CHAMACA;080703;2020;TRIGO BLANDO;67.0833333333333;75;75;3400;255;1.8;NULL;459;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;ALFALFA;72.9411764705882;9;75;69866.666;5240;0.295;NULL;1545.8;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;ARVEJA GRANO SECO;27;30;30;3500;105;2;NULL;210;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;ARVEJA GRANO VERDE;25.75;22;17;7000;119;1.165;NULL;138.635;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;AVENA FORRAJERA;255.555555555556;280;280;19428.571;5440;0.1;NULL;544;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;AVENA GRANO;88;100;100;3200;320;1.8;NULL;576;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;CEBADA GRANO;411;450;450;3400;1530;1.4;NULL;2142;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;CEBOLLA;3.70588235294118;5;2;9000;18;1.2;NULL;21.6;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;CHOCHO O TARHUI GRANO SECO;19.1666666666667;20;20;3800;76;4;NULL;304;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;HABA GRANO SECO;238.333333333333;250;250;4000;1000;2;NULL;2000;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;HABA GRANO VERDE;28.1176470588235;30;16;8000;128;1.274;NULL;163.072;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;MAIZ AMILACEO;332.153846153846;380;380;4000;1520;3.3;NULL;5016;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;MAIZ CHOCLO;29.1176470588235;35;21;9000;189;1.4;NULL;264.6;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;MASHUA O IZANO;18.6666666666667;20;20;17300;346;1.3;NULL;449.8;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;OCA;21.4166666666667;25;25;17300;432.5;1.361;NULL;588.6325;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;OLLUCO;26.7333333333333;35;32;17312.5;554;2;NULL;1108;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;PAPA (agrupa mejoradas y nativas);603;1150;1108;16592.509;18384.5;1.3;NULL;23899.85;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;QUINUA;1395.33333333333;600;1050;2800;2940;4.2;80;12348;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;RYE GRASS;63.8823529411765;10;66;21924.242;1447;0.147;NULL;212.709;20230810
CUSCO;CHUMBIVILCAS;COLQUEMARCA;080704;2020;TRIGO BLANDO;319.166666666667;350;350;3500;250;1.8;NULL;450;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;ALFALFA;23.1764705882353;5;24;71250;1710;0.296;NULL;506.16;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;ARVEJA GRANO SECO;13.9411764705882;7;7;3428.571;24;1.8;NULL;43.2;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;ARVEJA GRANO VERDE;3.25;5;5;6600;33;1.079;NULL;35.607;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;AVENA FORRAJERA;159.705882352941;120;120;19333.333;2320;0.1;NULL;232;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;AVENA GRANO;55.1176470588235;20;20;3200;64;1.8;NULL;115.2;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;CEBADA GRANO;293.882352941176;200;200;3300;660;1.4;NULL;924;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;CHOCHO O TARHUI GRANO SECO;13.2941176470588;7;7;3800;26.6;4;NULL;106.4;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;HABA GRANO SECO;90.1176470588235;54;54;3907.407;211;2;NULL;422;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;HABA GRANO VERDE;8.05882352941176;6;4;8000;32;1.3;NULL;41.6;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;MAIZ AMILACEO;92.2352941176471;51;51;3803.921;194;3.1;NULL;601.4;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;MAIZ CHOCLO;3;3;3;8666.666;26;1.238;NULL;32.188;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;OCA;20.5882352941176;13;13;17615.384;229;1.3;NULL;297.7;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;OLLUCO;41.9411764705882;27;27;17518.518;473;1.5;NULL;709.5;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;PAPA (agrupa mejoradas y nativas);596.647058823529;447;338;16562.13;5598;1.219;NULL;6823.962;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;QUINUA;16.6470588235294;11;11;2545.454;28;4;NULL;112;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;RYE GRASS;67.8823529411765;54;80;23125;1850;0.157;NULL;290.45;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;TRIGO BLANDO;109.529411764706;69;69;3405.797;235;1.8;NULL;423;20230810
CUSCO;CHUMBIVILCAS;LIVITACA;080705;2020;ZANAHORIA;2;NULL;NULL;NULL;NULL;NULL;NULL;0;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;ALFALFA;41.5882352941176;4;38;58684.21;2230;0.265;NULL;590.95;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;ARVEJA GRANO SECO;19.6666666666667;22;22;3400;74.8;2;NULL;149.6;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;ARVEJA GRANO VERDE;15.3333333333333;14;9;7000;63;1.178;NULL;74.214;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;AVENA FORRAJERA;115.555555555556;130;130;19230.769;2500;0.1;NULL;250;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;AVENA GRANO;19.8;20;20;3200;64;2.325;NULL;148.8;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;CEBADA GRANO;170;185;185;3300;610.5;1.35;NULL;824.175;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;CEBOLLA;2.13333333333333;2;2;9000;18;1.2;NULL;21.6;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;CHOCHO O TARHUI GRANO SECO;18.3333333333333;20;20;4000;80;4;NULL;320;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;HABA GRANO SECO;125.833333333333;140;140;4000;560;2;NULL;1120;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;HABA GRANO VERDE;17.7333333333333;15;12;8000;96;1.217;NULL;116.832;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;MAIZ AMILACEO;145.384615384615;160;160;3900;624;3.3;NULL;2059.2;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;MAIZ CHOCLO;23.6666666666667;22;20;8550;171;1.468;NULL;251.028;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;MASHUA O IZANO;9.63636363636364;10;10;17200;172;1.359;NULL;233.748;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;OCA;17.25;20;20;17500;350;1.33;NULL;465.5;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;OLLUCO;21.75;25;22;17500;385;2;NULL;770;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;PAPA (agrupa mejoradas y nativas);116.733333333333;164;150;16806.666;2521;1.314;NULL;3312.594;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;QUINUA;15.5;15;15;2300;34.5;4.036;NULL;139.242;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;RYE GRASS;29.1176470588235;4;30;20900;627;0.143;NULL;89.661;20230810
CUSCO;CHUMBIVILCAS;LLUSCO;080706;2020;TRIGO BLANDO;67.5;80;80;3400;272;1.8;NULL;489.6;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;ALFALFA;21;5;22;68000;1496;0.295;NULL;441.32;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;ARVEJA GRANO SECO;14.0833333333333;15;15;3400;51;1.8;NULL;91.8;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;ARVEJA GRANO VERDE;10.4615384615385;10;7;7000;49;1.3;NULL;63.7;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;AVENA FORRAJERA;103.333333333333;115;115;19478.26;2240;0.1;NULL;224;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;AVENA GRANO;39.4;48;48;3300;158.4;2.092;NULL;331.3728;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;CEBADA GRANO;126;120;120;3300;396;1.4;NULL;554.4;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;CHOCHO O TARHUI GRANO SECO;14.4166666666667;15;15;4000;60;4;NULL;240;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;HABA GRANO SECO;100.416666666667;105;105;4000;420;2;NULL;840;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;HABA GRANO VERDE;14.0769230769231;16;9;8000;72;1.35;NULL;97.2;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;MAIZ AMILACEO;137.692307692308;150;150;3800;570;3.247;NULL;1850.79;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;MAIZ CHOCLO;11.2307692307692;15;7;8000;56;1.5;NULL;84;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;MASHUA O IZANO;9.66666666666667;10;10;17100;171;1.36;NULL;232.56;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;OCA;15.1666666666667;16;16;17093.75;273.5;1.34;NULL;366.49;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;OLLUCO;19;20;17;17500;297.5;2;NULL;595;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;PAPA (agrupa mejoradas y nativas);111.933333333333;168;160;16275;2604;1.398;NULL;3640.392;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;QUINUA;15.7;12;12;2000;24;4;NULL;96;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;RYE GRASS;19.8235294117647;8;22;21681.818;477;0.141;NULL;67.257;20230810
CUSCO;CHUMBIVILCAS;QUIÑOTA;080707;2020;TRIGO BLANDO;126.666666666667;140;140;3400;476;1.8;NULL;856.8;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;ALFALFA;63.8235294117647;6;65;67384.615;4380;0.272;NULL;1191.36;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;ARVEJA GRANO SECO;24.9166666666667;25;25;3900;97.5;2;NULL;195;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;ARVEJA GRANO VERDE;21.7058823529412;26;14;7000;98;1.357;NULL;132.986;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;AVENA FORRAJERA;243;300;300;19333.333;5800;0.1;NULL;580;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;AVENA GRANO;35.5;35;35;3200;112;2.029;NULL;227.248;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;CEBADA GRANO;553;580;580;3300;1914;1.35;NULL;2583.9;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;CEBOLLA;4;5;2;9000;18;1.1;NULL;19.8;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;CHOCHO O TARHUI GRANO SECO;45.8333333333333;50;50;4000;200;4;NULL;800;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;HABA GRANO SECO;165.833333333333;160;160;4000;640;2;NULL;1280;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;HABA GRANO VERDE;24.4705882352941;30;16;8000;128;1.35;NULL;172.8;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;MAIZ AMILACEO;353.846153846154;400;400;3900;1560;3.3;NULL;5148;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;MAIZ CHOCLO;46.3529411764706;55;30;9000;270;1.333;NULL;359.91;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;MASHUA O IZANO;14.9166666666667;20;20;17500;350;1.35;NULL;472.5;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;OCA;26.6666666666667;30;30;17750;532.5;1.316;NULL;700.77;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;OLLUCO;34;45;40;17750;710;2;NULL;1420;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;PAPA (agrupa mejoradas y nativas);847.588235294118;1460;1422;16556.258;23543;1.4;NULL;32960.2;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;QUINUA;72.6666666666667;120;150;2083.333;312.5;4.02;NULL;1256.25;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;RYE GRASS;216.470588235294;80;240;19083.333;4580;0.152;NULL;696.16;20230810
CUSCO;CHUMBIVILCAS;SANTO TOMAS;080701;2020;TRIGO BLANDO;135;140;140;3400;476;1.8;NULL;856.8;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2020;ALFALFA;32.9411764705882;8;35;72828.571;2549;0.28;NULL;713.72;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2020;AVENA FORRAJERA;314.444444444444;350;350;19428.571;6800;0.1;NULL;680;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2020;AVENA GRANO;27.6;28;28;3200;89.6;1.8;NULL;161.28;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2020;CEBADA GRANO;239.5;260;260;3300;858;1.35;NULL;1158.3;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2020;HABA GRANO SECO;47.0833333333333;50;50;3800;190;2;NULL;380;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2020;MASHUA O IZANO;14.0909090909091;15;15;17500;262.5;1.333;NULL;349.9125;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2020;OCA;17.5454545454545;18;18;17500;315;1.3;NULL;409.5;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2020;OLLUCO;18.6;25;22;17500;385;2;NULL;770;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2020;PAPA (agrupa mejoradas y nativas);341.0625;600;585;16447.863;9622;1.392;NULL;13393.824;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2020;QUINUA;96.5;90;105;2500;262.5;4;NULL;1050;20230810
CUSCO;CHUMBIVILCAS;VELILLE;080708;2020;RYE GRASS;342.941176470588;10;345;19362.318;6680;0.14;NULL;935.2;20230810
CUSCO;CUSCO;CCORCA;080102;2020;ALFALFA;5;NULL;5;68465.8;342.329;0.446;NULL;152.678734;20230810
CUSCO;CUSCO;CCORCA;080102;2020;ARVEJA GRANO SECO;3.61538461538462;3;3;1500;4.5;2.1;NULL;9.45;20230810
CUSCO;CUSCO;CCORCA;080102;2020;AVENA FORRAJERA;49.4444444444444;60;60;5000;300;0.9;NULL;270;20230810
CUSCO;CUSCO;CCORCA;080102;2020;CEBADA  FORRAJERA;8.76470588235294;26;31;16935.483;525;0.443;NULL;232.575;20230810
CUSCO;CUSCO;CCORCA;080102;2020;CEBADA GRANO;43.3333333333333;50;50;1500;75;1.6;NULL;120;20230810
CUSCO;CUSCO;CCORCA;080102;2020;CHOCHO O TARHUI GRANO SECO;13.6923076923077;15;15;1300;19.5;6;NULL;117;20230810
CUSCO;CUSCO;CCORCA;080102;2020;HABA GRANO SECO;64.2307692307692;75;75;1460;109.5;1.853;NULL;202.9035;20230810
CUSCO;CUSCO;CCORCA;080102;2020;HABA GRANO VERDE;8;10;5;5000;25;1.04;NULL;26;20230810
CUSCO;CUSCO;CCORCA;080102;2020;MAIZ AMILACEO;45.7142857142857;50;50;1700;85;2.7;NULL;229.5;20230810
CUSCO;CUSCO;CCORCA;080102;2020;MASHUA O IZANO;8;8;8;6000;48;1.4;NULL;67.2;20230810
CUSCO;CUSCO;CCORCA;080102;2020;OCA;9.91666666666667;10;10;7000;70;1.4;NULL;98;20230810
CUSCO;CUSCO;CCORCA;080102;2020;OLLUCO;9.61538461538462;10;10;8500;85;1.5;NULL;127.5;20230810
CUSCO;CUSCO;CCORCA;080102;2020;PAPA (agrupa mejoradas y nativas);135.642857142857;190;190;14736.842;2800;0.889;NULL;2489.2;20230810
CUSCO;CUSCO;CCORCA;080102;2020;QUINUA;2.91666666666667;3;3;2500;7.5;4;NULL;30;20230810
CUSCO;CUSCO;CCORCA;080102;2020;RYE GRASS;4;NULL;4;37167.5;148.67;0.391;NULL;58.12997;20230810
CUSCO;CUSCO;CCORCA;080102;2020;TRIGO BLANDO;12;12;12;1800;21.6;1.578;NULL;34.0848;20230810
CUSCO;CUSCO;CUSCO;080101;2020;ALFALFA;5.35294117647059;1;5;0;307.998;0.511;NULL;157.386978;20230810
CUSCO;CUSCO;CUSCO;080101;2020;ARVEJA GRANO SECO;3.58333333333333;4;4;1650;6.6;2.261;NULL;14.9226;20230810
CUSCO;CUSCO;CUSCO;080101;2020;ARVEJA GRANO VERDE;4.76923076923077;6;6;2833.333;17;2.048;NULL;34.816;20230810
CUSCO;CUSCO;CUSCO;080101;2020;AVENA FORRAJERA;20;20;20;5000;100;0.85;NULL;85;20230810
CUSCO;CUSCO;CUSCO;080101;2020;CEBADA  FORRAJERA;6.52941176470588;20;23;17956.521;413;0.47;NULL;194.11;20230810
CUSCO;CUSCO;CUSCO;080101;2020;CEBADA GRANO;38.3333333333333;40;40;1500;60;1.6;NULL;96;20230810
CUSCO;CUSCO;CUSCO;080101;2020;CEBOLLA;5.23529411764706;9;11;18272.727;201;0.835;NULL;167.835;20230810
CUSCO;CUSCO;CUSCO;080101;2020;CHOCHO O TARHUI GRANO SECO;14.7857142857143;17;17;1350;22.95;6;NULL;137.7;20230810
CUSCO;CUSCO;CUSCO;080101;2020;HABA GRANO SECO;35.3846153846154;40;40;1462.5;58.5;1.869;NULL;109.3365;20230810
CUSCO;CUSCO;CUSCO;080101;2020;HABA GRANO VERDE;11.2666666666667;14;11;4818.181;53;1.004;NULL;53.212;20230810
CUSCO;CUSCO;CUSCO;080101;2020;MAIZ AMILACEO;18.5714285714286;20;20;1500;30;3;NULL;90;20230810
CUSCO;CUSCO;CUSCO;080101;2020;MASHUA O IZANO;6.46153846153846;8;8;6000;48;1.3;NULL;62.4;20230810
CUSCO;CUSCO;CUSCO;080101;2020;OCA;8.14285714285714;10;10;7000;70;1.5;NULL;105;20230810
CUSCO;CUSCO;CUSCO;080101;2020;OLLUCO;7.53846153846154;8;8;8500;68;1.5;NULL;102;20230810
CUSCO;CUSCO;CUSCO;080101;2020;PAPA (agrupa mejoradas y nativas);47.1333333333333;66;62;14338.709;889;0.898;NULL;798.322;20230810
CUSCO;CUSCO;CUSCO;080101;2020;QUINUA;3.7;4;4;2500;10;4;NULL;40;20230810
CUSCO;CUSCO;CUSCO;080101;2020;RYE GRASS;62;NULL;62;50263.548;3116.34;0.379;NULL;1181.09286;20230810
CUSCO;CUSCO;CUSCO;080101;2020;TRIGO BLANDO;7.66833333333333;8;8;1406.25;11.25;1.68;NULL;18.9;20230810
CUSCO;CUSCO;CUSCO;080101;2020;ZANAHORIA;6.35294117647059;11;14;17571.428;246;0.847;NULL;208.362;20230810
CUSCO;CUSCO;POROY;080103;2020;ALFALFA;6;NULL;6;56333.333;338;0.487;NULL;164.606;20230810
CUSCO;CUSCO;POROY;080103;2020;ARVEJA GRANO SECO;3.3;3;3;1500;4.5;1.9;NULL;8.55;20230810
CUSCO;CUSCO;POROY;080103;2020;ARVEJA GRANO VERDE;1;1;1;3000;3;2;NULL;6;20230810
CUSCO;CUSCO;POROY;080103;2020;AVENA FORRAJERA;15;15;15;5000;75;1;NULL;75;20230810
CUSCO;CUSCO;POROY;080103;2020;CEBADA  FORRAJERA;4.82352941176471;16;18;16722.222;301;0.462;NULL;139.062;20230810
CUSCO;CUSCO;POROY;080103;2020;CEBADA GRANO;20.5555555555556;20;20;1500;30;1.6;NULL;48;20230810
CUSCO;CUSCO;POROY;080103;2020;CHOCHO O TARHUI GRANO SECO;4.76923076923077;5;5;1300;6.5;6;NULL;39;20230810
CUSCO;CUSCO;POROY;080103;2020;HABA GRANO SECO;18.0769230769231;20;20;1487.5;29.75;1.868;NULL;55.573;20230810
CUSCO;CUSCO;POROY;080103;2020;HABA GRANO VERDE;3.46153846153846;4;4;4750;19;0.889;NULL;16.891;20230810
CUSCO;CUSCO;POROY;080103;2020;MAIZ AMILACEO;22.5;25;25;2520;63;3;NULL;189;20230810
CUSCO;CUSCO;POROY;080103;2020;MASHUA O IZANO;2.36363636363636;2;2;3000;6;1.4;NULL;8.4;20230810
CUSCO;CUSCO;POROY;080103;2020;OCA;4;4;4;7000;28;1.4;NULL;39.2;20230810
CUSCO;CUSCO;POROY;080103;2020;OLLUCO;3;3;3;8000;24;1.5;NULL;36;20230810
CUSCO;CUSCO;POROY;080103;2020;PAPA (agrupa mejoradas y nativas);33.3571428571429;45;45;14888.888;670;0.876;NULL;586.92;20230810
CUSCO;CUSCO;POROY;080103;2020;TRIGO BLANDO;4.4;4;4;1450;5.8;1.645;NULL;9.541;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;ALFALFA;6;NULL;6;56333.333;338;0.484;NULL;163.592;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;ARVEJA GRANO SECO;2.91666666666667;3;3;1433.333;4.3;1.921;NULL;8.2603;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;ARVEJA GRANO VERDE;8.86666666666667;12;10;2600;26;1.808;NULL;47.008;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;AVENA FORRAJERA;9.28571428571429;10;10;5000;50;1;NULL;50;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;CEBADA  FORRAJERA;11.8235294117647;50;56;17321.428;970;0.47;NULL;455.9;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;CEBADA GRANO;18.3333333333333;20;20;1450;29;1.6;NULL;46.4;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;CEBOLLA;9.05882352941176;15;20;17850;357;0.83;NULL;296.31;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;CHOCHO O TARHUI GRANO SECO;3.83333333333333;4;4;1350;5.4;6;NULL;32.4;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;HABA GRANO SECO;13.6923076923077;15;15;1450;21.75;1.893;NULL;41.17275;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;HABA GRANO VERDE;12.5384615384615;15;15;5000;75;0.967;NULL;72.525;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;MAIZ AMILACEO;203.214285714286;230;230;2500;575;3;NULL;1725;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;MAIZ CHOCLO;153.461538461538;180;180;22361.111;4025;0.427;NULL;1718.675;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;MASHUA O IZANO;2;2;2;3500;7;1.4;NULL;9.8;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;OCA;3;3;3;8000;24;1.4;NULL;33.6;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;OLLUCO;4.33333333333333;4;4;8500;34;1.5;NULL;51;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;PAPA (agrupa mejoradas y nativas);59.3571428571429;85;85;15000;1275;0.934;NULL;1190.85;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;QUINUA;4;4;4;1500;6;4;NULL;24;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;RYE GRASS;2;NULL;2;53335;106.67;0.387;NULL;41.28129;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;TRIGO BLANDO;6;6;6;1425;8.55;1.642;NULL;14.0391;20230810
CUSCO;CUSCO;SAN JERÓNIMO;080104;2020;ZANAHORIA;9.17647058823529;18;19;17684.21;336;0.797;NULL;267.792;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2020;ALFALFA;10;NULL;10;59499.9;594.999;0.501;NULL;298.094499;20230810
CUSCO;CUSCO;SAN SEBASTIÁN;080105;2020;ARVEJA GRANO SECO;3.38461538461538;4;4;1462.5;5.85;1.892;NULL;11.0682;20230810
